,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode
7389,6j5p0dV2ljXjbp7PPRcVDI,Pyramid Schemes,BOARCROK,69iJTDd5u7YRaCVz7tQGgT,Music by World of Dance Session One,2015-08-14,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,6,0
19748,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,37CqAwxTungNxKpIK5vSgE,hot girl bummer,2019-08-23,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,6,0
29827,6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,143cxYCazoiNfviHRmxkdv,Losing It,2018-07-13,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,2,1
16078,3DHWxeWr4uh19MklWjLpR0,Feels like the First Time,Foreigner,1OU7zJvUfgxxPHgkTClt1M,Foreigner (Expanded),1977-03-08,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,5,0
2270,6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,3cGKAHAUhAaTTezK4GbBhQ,Stars Dance (Bonus Track Version),2013-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,7,0
15331,4fUU9WKxEgJXyrZJsUA2iP,Can't You See,The Marshall Tucker Band,1w7JOjdpfTBz4rvhWQDWJz,The Marshall Tucker Band,1973,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,7,1
8656,28jIn3exiIQxo2lLUlXQJs,Toss It Up,2Pac,1WBZyULtlANBKed7Zf9cDP,Greatest Hits,1998-01-01,Gangster Rap Workout,0ZRwrJ2EDGyKR6YgQPWXeO,rap,gangster rap,1,0
28833,3XGOhHLl0GOSRT6JCRDbiQ,Gold,Digital Farm Animals,4jXUOYn7w3KxTnWwgKWyyQ,Gold,2019-11-01,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,11,0
5729,6wkTnl4q7qznX2JG0ZDlkg,Bridges,.Sinh,1p5juocXnw1LwHQTcFAJwJ,Bridges,2017-11-26,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,7,0
17035,40TogYyqoENkImGSObxjyb,Surviving (feat. Joe Cleere),Sondr,4IzgtGmj7ELr53s4WbXRwp,Surviving (feat. Joe Cleere),2016-03-28,Tropical Beats,37i9dQZF1DX1bDvyV0IkZ3,latin,tropical,4,1
16879,35AoMYhAm6slJkJTB5HOge,Ojala Que Llueva Cafe,Juan Luis Guerra 4.40,29NE1yYuKqp1bEJI8YSb8y,Ojala Que Llueva Cafe,2019-07-25,TROPICAL🌴,0TT57Pe3RZNGCy98G1UQpM,latin,tropical,7,1
8220,1jRzdY7oUBOhrylNtiMtBD,Shake Ya Ass,Mystikal,388lv1ynvLzyJooZsNmf0l,Let's Get Ready,2000-09-26,Southern Hip Hop,3R5c1OfJY7Rzl3p28pzGtL,rap,southern hip hop,7,1
23454,6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,1J2BrRxtQjVUa7X9Ne99xD,If I Can't Have You,2019-05-03,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,2,1
28666,4Azb15zKz9Gz3BUMoTnyDI,High On You - Radio Edit,Ingenia,1UowtqxXNXt20In1ZYR5So,High On You,2015-09-30,Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,7,1
16251,2ZIMKOI0DT7wM3qTND0IWm,Too Good,A&G,4RZhgIg81LTExSLp1aCwIN,Too Good,2016-11-14,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,11,0
20349,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Pedro Capó,1tFnP9PwIMeMIuj92mfswZ,Calma (Remix),2018-10-05,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,11,0
23143,6mAN61JH0dzyZpWslS11jy,Fantasias,Rauw Alejandro,1Flcx9eDuv7pTGM9nJBmGL,Fantasias,2019-08-29,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,1,1
8160,6jmTHeoWvBaSrwWttr8Xvu,I Mean It (feat. Remo),G-Eazy,6wDc63NhKy2PyXdbhkRmrl,These Things Happen,2014-06-20,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,10,1
8138,6ZmHAZo4Tn1b2LMdEic0uC,Summer In The Winter (feat. Omarion),Kid Ink,6uG9BscYmPnAbtl6Cy9u91,Summer In The Winter,2015-12-25,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0,1
29631,7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,0PhTTyRWpJVlg4F5RC0xmE,Close Your Eyes,2019-11-22,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,11,0
14944,57fqmDaokbxZ3TaB0jp39q,Holy Diver,Dio,2ivNJLSx8Rbvnsvcn01Yt3,Holy Diver,1983,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,8,1
287,3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,5so9rCf7p2L6w6o4KZahE9,Whenever (feat. Conor Maynard),2018-06-22,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,7,1
8534,6m37YblnnlJ1x7DfTc3Vj0,Floor Seats,Moxas,4prQPMv85eAvXN7JpbOEWD,Floor Seats,2019-11-08,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,3,1
7605,5ib3EGG06XUnUf7hzDnheL,Got My Whiskey,Mel Waiters,5MiFCpTt5l56QI5MSNMQQy,Woman In Need,1997-10-14,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,8,1
3548,42WPVWtxYdFE9fb8Vp24FR,Running Up That Hill,Placebo,2u3C8Hc59AiSyt7dxSGeh4,Best Of The Bands,2009-06-29,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,10,0
2080,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,The Fame,2008-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,4,1
7111,712jeLmkHcf7Ruow0g0V6W,Paid Dues,8Ball,0qQFFX1w7RSZx7JbXAvKpP,In Our Lifetime,1999-05-18,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,4,0
31180,44C8CdnMBb5ECdDIPYoTbI,The Solution - Original Mix,CamelPhat,5dbmnb8TESKhg3OnvIeedp,The Solution,2018-07-20,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,6,0
13407,4GHF75LwRT2Hsv9z3ZXpM8,Johnny B. Goode,Chuck Berry,4ftxTaRQdhKNoazScTMiiE,Johnny B. Goode/His Complete `50s Chess Recordings,2007-01-01,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,10,1
7832,4ZYM6R5nOZywxACY90Bsla,Playaz Club,Rappin' 4-Tay,1VUlxoPvDA8PfUDHTic793,Don't Fight The Feelin',1994-01-01,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,4,0
32284,0gv9o9mPK1JQeZd3eMFdTa,Lightning Strikes,Steve Aoki,4Bx8NxZeTAC53GjxVxXp2W,Neon Future II,2015-05-11,"Electrónica, Progressive House, Electro House y más 🎧",0o5gKmuET7F3lQnpFxvPO8,edm,progressive electro house,5,0
9387,00QyLmjxaSEE8qIZQjBXBj,We Own It (Fast & Furious),2 Chainz,1jg2UPoSAr7CDPsEXcabo1,Fast & Furious 6,2013-01-01,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,8,1
12196,7dbjRLY969SvR0inx3h1eP,Helter Skelter,Rob Zombie,5t5vGOuw0QejHZ4KDEtyQR,Helter Skelter,2018-07-11,Nikki Sixx's Top Pixx,5d1arTPDEr76KMg9geDinZ,rock,album rock,7,1
23026,39exKIvycQDgs4T6uXdyu0,Harmony Hall,Vampire Weekend,1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,2019-05-03,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,11,1
22170,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),benny blanco,7pkLXlFdpQDfmHujT2AbBK,Eastside (with Halsey & Khalid),2018-07-12,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,6,0
20061,1sSJ9RmiIozRo4eDcTqVVw,Old English,Ese Lil Joker,5P6fr4Nlg6Z4FuGtB0VEoo,Never Lose Respect,2009-04-06,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,10,0
19612,5Mz30xAlgBsPHWmOAPm0yJ,Dutty Love,Don Omar,2YYpLxMxc18C1ePTt3TmVK,Don Omar Presents MTO2: New Generation,2012-01-01,Reggaeton viejito🔥,0si5tw70PIgPkY1Eva6V8f,latin,reggaeton,1,1
13544,5AzpZ5ADn1AFPxcEBd2Ugf,Don't Do Me Like That,Tom Petty and the Heartbreakers,708Whrc4abJEtqBINv9S2b,Damn The Torpedoes (Deluxe Edition),1979-10-19,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0,1
20828,0cWaeIRKpvONSfktDzK4fN,Juppig,ChildsPlay,4uD0XI4SiD82J4YimmTsdl,Juppig,2020-01-03,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,7,1
16722,7mE95kOkRSH7MQ7JdodZQr,No Amasso,Riko Viana,59RLj5GaGUUwbZLp3v5LNT,No Amasso,2019-11-07,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,6,0
17563,2H2Tg24kqd1eA3F7BSQFSi,Qué Voy a Hacer Con Mi Amor,Alejandro Fernandez,03RyWnTLH0JFemkDOp0nGi,Lo Esencial De Alejandro Fernández,2011-08-16,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,1,1
26767,7zye9v6B785eFWEFYs13C2,Bound,Ponderosa Twins Plus One,1xdgLmTFMSyJyI5DJOOX7T,2+2+1 = (Digitally Remastered),2013-07-09,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,5,0
14542,31u6rUeIEXGrYVoh10U7eu,Leave It In My Dreams,The Voidz,2dMmcXlG8xtRJNlsjIrPWe,Virtue,2018-03-30,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,4,0
17375,6vjWim6xU6tPjA42GxSp1U,Something About You - ODESZA Remix,Hayden James,0WJIPz25jMYUpLMTM37eA6,Something About You (The Remixes),2015-08-21,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,11,0
9802,5AVOViGgI5gHeLhTqs9iXH,I Told You I Wouldn't Go Through This Shit Again,Tvbuu,0uUwQpNYJNaA3dvZMSZ7iF,I Told You I Wouldn't Go Through This Shit Again,2019-06-10,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0,0
28459,3QGGitnEBeHBWA3ykgdMsf,Solstice,Boothed,1BSUzYWkL2SDdsDLhNAHZD,Solstice,2019-06-21,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,1,1
21421,7CS41pvRBhejuFs4m5nwtr,When I Lie,Lil Peep,2MjV1lZHkrNuPiyOOwJBTf,GOTH ANGEL SINNER,2019-10-31,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,8,0
30209,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0,1
27499,1unvk9w2ikBIxcluIwPEvT,Goliath,Dyro,2FxN4LTroUxE9Yw3lAadi4,Goliath,2019-07-19,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,11,0
17064,5wLsOFWBXXyoAgX7qQ6wbo,Sex (Cheat Codes X Kris Kross Amsterdam),Cheat Codes,5wHL6jMkYMR05m462UrKqg,Sex (Cheat Codes X Kris Kross Amsterdam),2016-02-19,Tropical Beats,37i9dQZF1DX1bDvyV0IkZ3,latin,tropical,0,1
5581,6B6QA7QrMPio472SsQjQnh,Vaca,Wun Two,3yvn70JLWtpkqBGRFk5tQ8,Vaca,2019-12-30,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,4,1
22250,4y08InEX3ML1NpBhyRv5Im,Can't Trust'em (Remix),Dizzy Wright,2GBIldTF1f66ytmEYqGN8F,Free SmokeOut Conversations (Mixtape),2012-06-12,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,9,1
26957,60S0MHNzjWWE0pvfP31ffY,Check Me Out,Brooke Evers,6bIyPPP5cJcRo9beTlIwWD,Check Me Out,2019-03-06,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,10,0
27768,3mqvUmsGVshZSf5INiebzO,Lullaby - Calvo Remix,Sigala,0NxQ3gYxmhnjg0NFwO45KT,Lullaby (Remixes),2018-05-18,Crossfit‏‏​​   ‍,5GiPRvTccToqwOzkoAcDrY,edm,electro house,5,0
32644,0JRAhR0f4RyCVIyLOXa8Qn,Forest of Wishes,KLIMENT,3O7JT7YsTbO5M2NwuuJiye,Ambient Xpirals,2013-07-21,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,0,1
23452,2Ad9IjMprXPSqjcLwCy0aO,Cali Queen,James Cole,5ib6jxnzVdfrhnn4eO01KB,Cali Queen,2019-02-14,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,0,1
32094,3jBCTvWRsLVgzryMaPJKhw,Chemistry,Wiwek,7tGNMJ8LL9pBbxfySrAZ1S,CYCLES,2019-04-10,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,1,1
28428,0yHOOuKhe57iSzS2TbxSKN,Savior - Radio Edit,Bassjackers,5s2DjQNvHnuYXqblJON0uB,Savior,2014-10-31,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,5,0
2354,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,0D49RvtlLCKyxeDKDnBU2R,Sorry For Party Rocking,2011-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,5,0
10653,3G79AJm9H5lKnngSgBT21L,Ela Tá Que Tá,Mc Davi,26WTFLXc2Y8ps9P4QuLr27,Ela Tá Que Tá,2018-01-29,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,0,1
26810,2b5quz1xqBnmUeYYPdPkuS,Carry On,F.O.O.L,4ZJZ2kDMkvzaMD55T6E6ac,Carry On,2019-04-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,5,0
25186,0S5Ho90thU4mAxMW8ZItbq,Ain't Nobody Worryin',Anthony Hamilton,7AnGF7p32IpTeDpbkc8uKJ,Ain't Nobody Worryin',2005-12-13,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,9,0
10655,3b2TIh9kTfeCS2ISmFTNVJ,Grave Bate,3 Tenores,4u86IR44wyctQLff2kbExe,Grave Bate,2019-08-09,Trap Funk,37i9dQZF1DWTGaQ84g8alz,rap,trap,7,0
22123,3atqfvHwNUtXwWhhhkVBm7,Cocaine,Pink Sweat$,1llzc1UF5P65SVtH4Kg2x7,Volume 1 EP,2018-11-02,Urban contemporary,0qOJuaqHeg4u1i6gjPKnxE,r&b,urban contemporary,5,1
23407,7wBThXx7BGZHJJ3aN3OPvv,Confessions Part II - Confessions Special Edition Version,Usher,1RM6MGv6bcl6NrAG8PGoZk,Confessions (Expanded Edition),2004-03-23,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,1,1
15950,3pyTksNccLM1jRvzQ4zTke,Never Tear Us Apart,INXS,7CJvhqb2PJq5fBcY6eKqjl,INXS Remastered,2011-01-01,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0,1
2075,6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,Simple Plan,3W6TEVlmaP22E4KvWY9HrS,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2018-04-06,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,1,1
3225,1h4LSPG9N4t2Ct6frvnNQN,Kilometer (Aeroplane 'Italo 84' Remix),Sébastien Tellier,4OK6qI4SCsRwCpSI0V5KZu,Sexuality Remix,2010-04-09,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0,1
26935,6aEhYkBiLvZhMlRDpt2PTh,Deep Inside,LOOPERS,5Y7WwGrHV5CMZF6ToHqhnX,Deep Inside,2019-05-23,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,7,1
23693,4Z43nMEiOiNeDrqu2BN0JD,La tua canzone,Coez,10qyDIB3pverR0MvhOFDVy,È sempre bello,2019-03-29,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,1,1
13260,66LhCsc06aTa2Ig7iYPDSP,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,0IomjU2bXFng4LQBYn7Het,Bella Donna (2016 Remastered),1981-07-27,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,4,0
17879,69xPBNXUGp36kirkxbJiOW,No Te Pido Flores,Fanny Lu,7scOy9mbUmkZjZdyuNdocO,Lagrimas Calidas (International Version),2006,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,1,1
16621,0UQwlF2pRkr1lMN6kNNUj3,La Boca,Mau y Ricky,01yYW0rRRwlEZx1dMmc5ff,Para Aventuras y Curiosidades,2019-05-03,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,2,1
18568,5L4ovuTRSmPWACgu8W9lGn,Cicatrices,Kalimba,162lz9CAxX5Epy5YR2o7Pe,Cicatrices,2019-07-19,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,7,1
13938,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,652N05EcNH1a4bIlUixQE2,Enema Of The State,1999-06-01,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0,1
10305,3SmytDq4CeZ3nKE9777qEx,Save My Grave,Zeds Dead,0M5oUKrfgJtfZUKdFsC4VZ,We Are Deadbeats (Vol. 4),2020-01-14,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,8,0
17753,5fmXWEFh8vMXzKTHN9ezKV,En Tus Planes,David Bisbal,63cRlzjRihSdheA6lKonRy,En Tus Planes,2020-01-02,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,11,0
19079,4TdhjtQllxEjOcpgrnlRZr,Igual o Peor,Gigolo Y La Exce,3ucEF51DF6HfaZgEJzr1fM,Igual o Peor,2019-12-20,El Ritmo,37i9dQZF1DWVOLXBOylBUZ,latin,reggaeton,1,1
29937,73EGkDqlDCqx57m3fpRBSw,Feel Something Again - Radio Edit,Roberto Marín Muñoz,66HAuGjyPR8cgBGOsUnINT,Feel Something Again,2019-10-11,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,7,1
20238,4z6wo6PJG4Fve45OXK6D9m,Infeliz,Arcangel,0CPLMVp7rMi3BkzAMve96K,Historias de un Capricornio,2019-12-20,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,1,1
326,7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,0fLgNovzjpxE13hCIWa0sL,Rich Love,2017-07-14,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,1,0
32545,4fK2NU9UyQJV74ZGiSVYsr,Carry On - Nicky Romero Remix,Kygo,14BprFzfLNat9osGVdFmXM,Carry On (Nicky Romero Remix),2019-05-30,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,9,0
21012,3iJ2tWRvPqe7WBcfBfJyyv,Bravs ft Gino Stacksz & Tavv - PakuruWine (prod. Marrabeatsz),Ginostacksz Bravs Tavv,2t2BU9bS07WDh6JezhBivI,Bravs ft Gino Stacksz & Tavv - PakuruWine,2016-01-26,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,6,0
30939,7zsXy7vlHdItvUSH8EwQss,Cold Water,Major Lazer,3Kmo85mapQ2wTaCAHBkKsK,Cold Water,2016-07-22,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,6,0
20926,5Ju9XmTQyMuKaYcIjJgI0y,Sustento (feat. Manny Montes),"Indiomar ""El Vencedor""",50ZN0HWrPPeyKJDOIsCqhG,En Ascenso,2013-05-10,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,9,1
14852,6oTpaLzR56np5u2MpbahkK,Reptile,Crashdïet,0FWTYlI3ng12P6ScsQADUS,Reptile,2019-01-25,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,2,1
27033,21mimz3pv3JD4r8wEJJfNg,Puff Lah,KAYTRANADA,5FQ4sOGqRWUA5wO20AwPcO,BUBBA,2019-12-13,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,11,1
9775,1nSPlJY53DG3avK6UfpDpZ,Jeremías 17-5,Canserbero,27xqCLyTHom0wyjtw08K12,Muerte,2012,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,5,1
10073,68mG1MySxGueYJFvuF1ikP,Subiendo De Nivel,Jhay Cortez,1V9QpD8kjA2iHCElhFGvlo,Famouz,2019-05-24,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,2,1
28814,5iDXwq88XnteAFT6Z8duPm,Storm (feat. Kyra Mastro) - Siks Remix,Famba,3HutjytS1VSnJdONETgHTj,Storm (Remixes) (feat. Kyra Mastro),2019-08-30,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,11,0
22447,6GMblDhPDP420uc77vmqTc,Won't Live Here,Daniel Caesar,5nZUOduCn57LZbmGOq0kVL,Won't Live Here,2016-03-28,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,5,0
1258,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,5l5gR4rh26QI3fijGFTDrp,Dusk Till Dawn (Radio Edit),2017-09-07,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,11,0
26428,0GOVA2bOtFTAONKhbknj2W,Don't Pretend,Faye Meana,4JCabs60STSxa6ATGaeYZf,Nothing's the Same,2017-03-04,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,11,0
15760,12C6ufD5zOWsQGHQY7aXRM,The Violence,Rise Against,4sz6Fn4BYORRLIc1AvQwQx,Wolves,2017-06-09,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,10,0
6748,21SBUUtRtPK2x2OLmZCKTP,Affair,Baani Sandhu,4ubZpOzmJp9haVbf9F97hy,Affair,2019-03-25,Hip Te Hop,37i9dQZF1DWTqYqGLu7kTX,rap,hip hop,9,0
6917,0TBuySbBzGo4Jgc410MvJp,Who Want It,David Banner,3Rdf6EFR90LuwLXkBWxLvm,The God Box,2017-05-19,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,2,1
25654,1rfGO3N4DPGodJLSSY9Re5,Sticky,Ravyn Lenae,3bbWimQMs8QB4634y9BRDd,Sticky,2017-12-08,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,4,0
22764,4nsjsaov1d0LvyOVPCaXRf,Corda Bamba,Malibu,2ubtGX0eu9F0UVLMx7sNE5,Corda Bamba,2020-01-10,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,4,0
32645,4hWa3yGHOmjJ2pCWFkJsOY,Cosmosurfing,Elea,62drs5CCrPYuQqM1w2CqBL,Exploring Stratosphere,2013-06-29,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,1,1
29993,3wSrPtJpnGaUC2hOmJy0BV,Beast (All as One),Dimitri Vegas & Like Mike,7jcGJ20TXkDOwe5rfOm2Gg,Beast (All as One),2019-11-15,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,5,0
28234,5HYgR8PZzcEozyYhdmJaWz,Turn It Around,Merk & Kremont,5hPJ0FmYjb3Cm1A49OA8dx,Turn It Around,2017-12-29,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,6,1
29491,1LIdxF1HjOpbSWOrlVOP79,Scars,Futuristic Polar Bears,6eA7alrHvAoPJK08JYckQ0,Scars,2019-03-08,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,1,0
1961,1OOtq8tRnDM8kG2gqUPjAj,Beat It - Single Version,Michael Jackson,1C2h7mLntPSeVYciMRTF4a,Thriller 25 Super Deluxe Edition,1982-11-30,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,3,0
21314,5jGUJXnELDaDTgiRjD9lsg,200 Mph,Bad Bunny,7CjJb2mikwAWA1V6kewFBF,X 100PRE,2018-12-23,Los Cangri,2hTs6GuPwhmg4ApNqxWXLE,latin,latin hip hop,8,1
7204,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Timbaland,4BxB8U8QgpR4UCvJ0moj8Z,Shock Value,2007-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,3,0
23339,0ARK753YaiJbpLUk7z5yIM,Dilemma,Nelly,4HUUHHXBXImwksfbSPqE7q,Nellyville,2002-06-25,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,2,0
