,track_popularity,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode,combined_text
28937,31,5gNqUqsAloKP3PrbRIq2BO,savage,Christian Wedvik,7B3Ck7gEauEAxuveq7l6d6,savage,2019-10-04,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0,1,savage savage edm big room
29009,18,2uU48gEJZN8NLe9yOfFavY,savana,NAEMS,3yxKD4y68uJabvxxndJ2Xp,savana,2019-10-11,Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,9,1,savana savana edm big room
30999,58,61lDxV5pn2UdumqMpdxCKG,savannah,Diviners,0oJoSAyzhTwzIIU5Y5AXca,savannah,2015-11-25,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0,1,savannah savannah edm pop edm
17233,60,1Qg0JhbqPhYki1a5bv7NgH,save me,LISTENBEE,1P13yMkVBAGy1iXoVwczYl,save me,2015-01-16,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,1,1,save me save me latin tropical
29446,63,1nufXiTCTTAeJfO9hLHvO8,save me tonight,ARTY,0wQCkA93jbaOowF6bHsDfz,save me tonight,2019-01-25,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,5,0,save me tonight save me tonight edm big room
10305,54,3SmytDq4CeZ3nKE9777qEx,save my grave,Zeds Dead,0M5oUKrfgJtfZUKdFsC4VZ,we are deadbeats,2020-01-14,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,8,0,save my grave we are deadbeats rap trap
29308,67,65hRZOQkVjmBdusz1N7aOv,save the world,Swedish House Mafia,728voOLBbJUBgK2vooghcS,save the world,2011-05-13,Big Room House,7vJOXFe40axY7qS39vGDyH,edm,big room,0,1,save the world save the world edm big room
16219,7,70PH29yzcK8ZQVseOZlAJG,save tonight,Sam Feldt,3DXfe2cEsCdAjORfXw0NDK,sunrise to sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,1,1,save tonight sunrise to sunset latin tropical
24939,63,1lx8ddGT5wCD6W2xmLeRKG,saving all my love for you,Whitney Houston,2MH37enG6IPvNK5QFLyKes,whitney houston,1985-02-14,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,6,0,saving all my love for you whitney houston r&b new jack swing
28941,34,4jirEQHdBMt94FCiRFR4wh,saving this,HBz,1qD8c49b0ZrwFV5wjJSO9W,saving this,2019-10-04,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,6,0,saving this saving this edm big room
28428,49,0yHOOuKhe57iSzS2TbxSKN,savior,Bassjackers,5s2DjQNvHnuYXqblJON0uB,savior,2014-10-31,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,5,0,savior savior edm big room
3832,6,4sQMalN597HdggTu196aL0,say it,Flume,6VHCF8ykDo3STafE5JfMAs,skin,2016-05-27,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,3,0,say it skin pop electropop
14134,5,7vhhU4SsMDV8uSQlCxf1Lk,say it aint so,Weezer,5n15QbYKbO4pzAV2Iy1VVG,weezer,1994-05-10,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,3,1,say it aint so weezer rock permanent wave
10364,47,5jO0lrPKHfhqRl2NcCTiGC,say it now,Coopex,4CiZ9CnJ6m09nxhcHCmpIa,say it now,2019-12-13,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,3,0,say it now say it now rap trap
3906,43,6kSoZBTDLlyukdWgLM0TUZ,say my name,ODESZA,7Eg6srmG6BVIEiUmiRjzI4,say my name remixes,2014-10-13,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,6,0,say my name say my name remixes pop indie poptimism
29528,13,3VXpezslDycvp4shSrhuDo,say my name,ODESZA,1QsYhTITSsNFCy05JUTEhK,say my name,2015-11-13,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,6,0,say my name say my name edm pop edm
30262,88,3Dv1eDb0MEgF93GpLXlucZ,say so,Doja Cat,1MmVkhiwTH0BkNOU3nw5d3,hot pink,2019-11-07,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,11,0,say so hot pink edm pop edm
1750,85,5uCax9HTNlzGybIStD3vDh,say you wont let go,James Arthur,7oiJYvEJHsmYtrgviAVIBD,back from the edge,2016-10-28,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post teen pop,10,1,say you wont let go back from the edge pop post teen pop
30164,54,720IIHD0NvNfDURgWSB3rP,say you wont let go,James Arthur,7vXaIbolfjJtxuEPLBnEwd,say you wont let go,2016-10-21,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,10,1,say you wont let go say you wont let go edm pop edm
24016,34,0jkwXnJmXxRbrrhckWOe6f,sayonara,Elben,51fUJV3fa5ZyhGymHLhSx7,sayonara,2019-12-29,Fresh Essentials,4RFszTXlSMZFgpqIJS3754,r&b,hip pop,4,1,sayonara sayonara r&b hip pop
32454,47,4WWa4Po5YCEN23DbFzML6M,scared of love,Rudimental,4yBZPjEWYmimEkyFymBL1Q,scared of love,2019-01-11,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,5,1,scared of love scared of love edm progressive electro house
2557,81,3ebXMykcMXOcLeJ9xZ17XH,scared to be lonely,Martin Garrix,2v9rQe4F8fVSh5v8bAq0jF,scared to be lonely,2017-01-27,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,1,0,scared to be lonely scared to be lonely pop electropop
15892,52,3iGjPHGVRKPgQ6LvSN2zJI,scars,Papa Roach,5vBMlBqVQDFC8555ORqppr,to be loved the best of papa roach,2010-01-01,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,11,1,scars to be loved the best of papa roach rock hard rock
31004,39,66Aow5bwWqa9ND3rFilJ6I,scars to your beautiful,Alessia Cara,401PdBvl5qfGLAGgmGknMD,scars to your beautiful,2016-10-21,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0,1,scars to your beautiful scars to your beautiful edm pop edm
754,10,0wP3e5PzSxafy2TRtlayq9,scatman,Scatman John,0lZJ8KTq6WzIrOM1KWWCxe,scatman world,1995-06-01,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,5,0,scatman scatman world pop dance pop
10477,43,6ORBymYSqdRRqAyZvybcXq,schism,Take/Five,7DM9QTovHnLVjFjRkDNQ1F,schism,2019-09-20,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0,0,schism schism rap trap
14839,40,2hGEmiZnMqj683DUd11mKS,school of hard knocks,Biff Byford,169YkcZfnyK0HWLvBBknCe,school of hard knocks,2019-12-13,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,9,0,school of hard knocks school of hard knocks rock hard rock
13940,66,1LkoYGxmYpO6QSEvY5C0Zl,scotty doesnt know,Lustra,3MCqjuNms0vjGyUDQ92Ivs,left for dead,2006,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0,1,scotty doesnt know left for dead rock permanent wave
11370,35,6aYRLFKPuIt399nJdro93G,scramble cross,オメガトライブ,1ZluSoV6IVEiQxEfrnIYBB,another summer,1985-07-01,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,7,0,scramble cross another summer rock album rock
27398,39,0EkF3BiQdvlzQW7VSq9NyF,scratch marchin,Kormac,2yaySlHCikdoHpfK9SNLw5,scratch marchin,2007-03-27,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,2,0,scratch marchin scratch marchin edm electro house
27520,29,2QsXx7k1no8naCHWPx1DGi,scream,TV Noise,41nZi8ZuAkn8ahFiJDc4Jj,scream,2018-08-17,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,1,1,scream scream edm electro house
28691,33,1qtRzY8ZFUZE0gQPnsHFK2,scream loud,Averdeck,55pFmcO56YqkZ9I96IqArX,scream loud,2019-11-22,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,11,0,scream loud scream loud edm big room
12965,29,5hojlRf8Cm3C1GFXI80fFO,screw u,Ryan Wright,0miiM6V8Hbz6BC5ML6XKof,screw u,2019-07-12,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,8,1,screw u screw u rock classic rock
27463,37,1mMFvnyJ3kjfq0PvUklgoM,scruffy,Dutty Moonshine,7LHG1Q13Jp80EL5FJgC521,scruffy ep,2012-08-05,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,10,0,scruffy scruffy ep edm electro house
16438,40,4kM2u3kyUDSVrL4yfDoXdp,se fue la luz,Nuria Saba,1Dhg3lWyNkoqm4rte8ErjT,nina ojos purpura,2018-07-28,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0,1,se fue la luz nina ojos purpura latin tropical
16395,61,5VUR4MhJWAbp2ZHtSDvwJ7,se me perdio la cadenita,La Sonora Dinamita,3r4KvV3xbEN0VAHthWYnAE,paradas continuas,2010-02-01,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,9,1,se me perdio la cadenita paradas continuas latin tropical
20945,51,3sJ7NkecvtR9razQi5ZjQF,se nota en tus ojos,Funky,01DU4Brb6WmObvkqdsVWiN,indestructible,2015-09-29,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,6,0,se nota en tus ojos indestructible latin latin hip hop
19066,48,5vCjGrZlBaIeOR3uoYIAeE,se perdio,area3,2VhNhOGRVn3o1lOthNISIp,se perdio,2019-10-10,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,8,0,se perdio se perdio latin reggaeton
19049,55,0kMQg726G2JPUFdJgTxWJf,se prendio,Agus Padilla,6KBn6txBfpnJAz26Q6D9AL,se prendio,2019-11-21,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,4,0,se prendio se prendio latin reggaeton
19860,75,1m69ELEgE6k5ZWsap40ozt,se preparo,Ozuna,4s05NbwGgw5SO42AdsN5Oo,odisea,2017-08-25,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,1,1,se preparo odisea latin latin hip hop
16903,30,0FNncxWqxQeccVxlwBo55N,se te ha olvidado,Barrio Sónico,1eyJfORbiDx19RxpSS2NnI,se te ha olvidado,2020-01-03,Tropical Rising,37i9dQZF1DX07X8UDWKEwP,latin,tropical,1,1,se te ha olvidado se te ha olvidado latin tropical
12105,47,0VU7avDE4OZ36oVmLPSEZA,seaside rendezvous,Queen,1GbtB4zTqAsyfZEsm1RZfx,a night at the opera,1975-11-21,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0,1,seaside rendezvous a night at the opera rock album rock
4191,46,254kuaMH6WLGAGtRd8z5oG,seasons,Aso,3FnFIztJrHVId6KpUU6skb,two seven ep,2018-02-07,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,6,0,seasons two seven ep pop indie poptimism
14339,52,0WnVjkW8k8Zo37JAI7K8zF,secret,Orchestral Manoeuvres In The Dark,7Fyk2UVvhtjsQOyentgLzQ,crush,1985-06-17,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,9,1,secret crush rock permanent wave
28994,29,26rpgVRCdMwOPCqV9GXR8l,secret of natraja,VSNS,5lysAwqnnkI2PP8jAKchJW,secret of natraja,2019-11-19,Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,8,0,secret of natraja secret of natraja edm big room
10691,45,0bk8xQ2zIokFe0GoW6ZERx,secreto,Lenny Tavárez,4ytxrgWBsZslPh61NYefdT,secreto,2017-11-03,Trap Rewind,37i9dQZF1DX0JcH25923HT,rap,trap,5,0,secreto secreto rap trap
28440,27,0dBisL8wLIL89gyzOpHyYV,see the light,Bounce Inc.,7vp22KclhOwYrVZMzrKZ4T,see the light,2019-10-18,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,11,0,see the light see the light edm big room
3867,14,1DJVPxNc4PmCC8EB9oZYfB,see through,The Band CAMINO,2B4wLLLPV8rAnpmdBAykxs,daphne blue see through,2019-05-14,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,2,1,see through daphne blue see through pop indie poptimism
3804,80,2JzZzZUQj3Qff7wapcbKjc,see you again,Wiz Khalifa,5FXIqS1XqbpfOKNoi5VUwS,see you again,2015,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,10,1,see you again see you again pop electropop
29384,11,2vFxXXen17GFW3JhmfrOTb,see you rave,JAGGS,0t1G2apxTuPr1sJS4KxmQL,hardwell on air best of march 2015,2015-03-31,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,7,1,see you rave hardwell on air best of march 2015 edm big room
31836,2,6VojEZ0JFIHeKqjtQL5kjR,seek bromance,Tim Berg,7KoAiccL0zs1nr0R7zJVWH,seek bromance,2010-11-12,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,1,0,seek bromance seek bromance edm progressive electro house
16686,43,1zYerdkXmtR4b3Omz9giOR,sem voce,Jaloo,7w036PijjiYqX9KUMmHQcb,ft,2019-09-06,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,3,1,sem voce ft latin tropical
10177,51,6uIynqVA0BicAxnCCRlaRX,sensei,Trill Pem,1Fb7DTU5xYPkHJeabAAw7o,sensei,2019-08-27,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,7,1,sensei sensei rap trap
17399,22,6W4Jtd1piDOPh05jlFGPN4,send her my love,Lost Frequencies,7ekcuiGRnWvjqyEq69ElX3,send her my love,2017-10-11,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,1,1,send her my love send her my love latin tropical
16557,38,3APg7fIbVJvIuNEXuK34YS,send me home,Giants' Nest,0DTbI06c3YmXKS6NpWjmzQ,sand on your face,2019-10-25,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,8,1,send me home sand on your face latin tropical
24834,54,5yMQERKmNx6ajo4qHi1KT2,sending my love,Zhané,01FqJwpa24Vfb8DI6sZI6B,pronounced jah nay,1994-01-01,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,7,1,sending my love pronounced jah nay r&b new jack swing
31685,37,29KhwCm9aTWFZzAClsbOSF,senhor doutor,Quim Manuel O Espirito Santo,46q59vMFXaOzMK0gnRFgY2,ganesha song,2017-04-14,House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,2,1,senhor doutor ganesha song edm progressive electro house
18911,66,5clFSlfkCRlhnH1cAQjSBi,sensacion del bloque,De La Ghetto,369oPiSP9Y3CzTR6uWU4Da,reggaeton rulers los que ponen,2006-01-01,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,7,1,sensacion del bloque reggaeton rulers los que ponen latin reggaeton
19856,74,5hcisvFMidkMJlElTO9Qmw,sensualidad,Bad Bunny,287ZdmXv5M5YH5xxdGLhbY,sensualidad,2017-11-03,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,11,1,sensualidad sensualidad latin latin hip hop
23222,37,2boUc4JNob2fuDJ9qReNCI,set me free,MARIA,3AXr0A6GDcfrsLDxeHTYuD,set me free,2019-12-25,Girl On Fire,37i9dQZF1DX4F2k37fMTyn,r&b,hip pop,11,0,set me free set me free r&b hip pop
4470,51,49YNXgHWiNSxz2wGtXCVZ7,set on fire,MAGIC GIANT,7tSccVmXBn6RyHKoeKgKIv,in the wind,2017-05-19,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,6,1,set on fire in the wind pop indie poptimism
22815,45,0IqWe2tdLQw9Mzf11pNwL4,seu olhar,2STRANGE,4Ghhw7LEIKGOiKA2MNIR2B,seu olhar,2019-11-08,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,3,0,seu olhar seu olhar r&b hip pop
12074,34,6Si9ImvDVWAgjX3pfsldGM,seven seas of rhye,Queen,1kkb8xlG9yssEVsWKiEtAB,queen,1973-07-13,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,2,1,seven seas of rhye queen rock album rock
12293,57,2ZS0wDcdfrJPC86u5aJGo9,seventeen,Winger,4aMtQDeDMAHBfh7cE87PWo,winger,1988,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,8,1,seventeen winger rock album rock
29524,56,5ZEM9j0jrFr5RdHEbl2MYV,sex,Cheat Codes,62XbANCAKGWV4riFmjGRCz,sex,2016-03-07,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0,1,sex sex edm pop edm
17064,1,5wLsOFWBXXyoAgX7qQ6wbo,sex,Cheat Codes,5wHL6jMkYMR05m462UrKqg,sex,2016-02-19,Tropical Beats,37i9dQZF1DX1bDvyV0IkZ3,latin,tropical,0,1,sex sex latin tropical
14187,64,5A1FmxbYVRZKy4nc16MAue,sex on fire,Kings of Leon,3DxR2xJJfAGJlbArx7wAgm,only by the night,2008-09-23,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,9,1,sex on fire only by the night rock permanent wave
25347,68,5jlLBqK31dOqXECKn3jlMX,sextasy,Swae Lee,5AHaOSqgHl1KLpfujwLpRR,sextasy,2019-08-15,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,7,1,sextasy sextasy r&b neo soul
4573,51,5pqUc0SPA1EmhdOyD9Ou45,sexual,NEIKED,5vaB9ySiFpfeKfzBMa4jjH,sexual,2016-08-26,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,2,1,sexual sexual pop indie poptimism
1058,26,5RupfK0xmLqyniW7PJ0Ltb,sexy my lady,RIKE,46M0aIwYuG0j1C84EYFxK4,sexy my lady,2019-07-31,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,5,1,sexy my lady sexy my lady pop dance pop
4652,93,0TK2YIli7K1leLovkQiNik,senorita,Shawn Mendes,2ZaX1FdZCwchXl1QZiD4O4,senorita,2019-06-21,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,9,0,senorita senorita pop indie poptimism
18726,39,7m9qFibejocXj5WVy0iGQr,shadows,Irajá,6z36eQoCPJu6mgzMoPg8RB,shadows,2019-11-07,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,6,0,shadows shadows latin latin pop
1835,55,6pwQEpLOlwclrsjgEOHEp0,shadows of the night,Pat Benatar,6WGt0GrbPx1NWlobn7j6zY,get nervous,1982-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post teen pop,6,1,shadows of the night get nervous pop post teen pop
20899,1,0zalvf0K8iR2IV0DnFciqR,shaka zulu,Yung Felix,7GGQ3HEzt8w8wVgkrVBhii,shaka zulu,2017-07-28,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,6,0,shaka zulu shaka zulu latin latin hip hop
23866,68,5xTtaWoae3wi06K5WfVUUH,shake it off,Taylor Swift,2QJmrSgbdM35R67eoGQo4j,1989,2014-10-27,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,7,1,shake it off 1989 r&b hip pop
2288,50,1oLcpJA9TfwwejiEM9C5gi,shake it up,Selena Gomez,4RYzLsns7p8y1CA8jUBFoB,shake it up,2011-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post teen pop,2,0,shake it up shake it up pop post teen pop
31195,29,2bGQA7mDO7mSrBT16zRsHs,shake that thing,Leventina,3goIyWNjRZamhj2Ai06itZ,shake that thing,2018-10-19,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,5,0,shake that thing shake that thing edm progressive electro house
8220,51,1jRzdY7oUBOhrylNtiMtBD,shake ya ass,Mystikal,388lv1ynvLzyJooZsNmf0l,let get ready,2000-09-26,Southern Hip Hop,3R5c1OfJY7Rzl3p28pzGtL,rap,southern hip hop,7,1,shake ya ass let get ready rap southern hip hop
13537,54,1PUwqWUz1Zz345y1s9YRv1,shakin,Eddie Money,7BTbasHaqUidWr9CXoC6RU,no control,1983,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,9,1,shakin no control rock classic rock
5793,43,4yvrKVY7V0a3pLbNUFbaN4,shaktimaan,Seedhe Maut,5nkFqAyaaQvZOe8dq9ATTx,bayaan,2018-12-28,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,11,1,shaktimaan bayaan rap hip hop
20823,51,1vaYGUPwe4Qmi7vsLZdVmC,shaku in town,Jayboogz,4IGMcgcrFgPEcFzcKGJgVF,custom made,2019-11-07,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,7,0,shaku in town custom made latin latin hip hop
18715,48,3M9UJ8zpQJHPjmaAhaQH3G,shamania,Ekat Bork,3D1PeWc15XNVBPPvrGnIxb,shamania,2019-10-18,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,6,1,shamania shamania latin latin pop
5307,2,5ZiGdWZvv9kaWw1UFcmDur,shape of you,EZA,5Zm0pvfZXgyVjo8uaCqcan,shape of you,2017-05-19,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,11,0,shape of you shape of you pop indie poptimism
12758,63,4M0m4FUdc4wD2guhUHogLF,sharing the night together,Dr. Hook,35XG1sovYmuWPpYCJsEX6F,pleasure pain,1978,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,1,0,sharing the night together pleasure pain rock classic rock
8578,43,3SdWlGRIuwSeD7F5BychVN,shark tank,Rob Level,1gr6m3NyoVIjjIiERgdouB,shark tank,2019-11-28,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,2,1,shark tank shark tank rap gangster rap
25533,9,5fTtU7f2nzmTE7fP5aCx7Z,sharpness,Jamie Woon,1piHywE1K1xbS3fTTVrdBC,making time,2015-10-30,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,6,0,sharpness making time r&b neo soul
12473,61,3clIHVzJ9J2rvvrFUKLICo,she bangs the drums,The Stone Roses,0um9FI6BLBldL5POP4D4Cw,the stone roses,1989-05-02,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,9,1,she bangs the drums the stone roses rock classic rock
31663,51,1wPuzroWKHgRcilvHUZNen,she cant love you,Chemise,1ADDWk1kGAsgKes4fik49O,a night to remember,2012-05-01,House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,4,0,she cant love you a night to remember edm progressive electro house
29289,36,379MRJIfTs6DtjUXL6kjh4,she dont like the lights,Justin Bieber,1RMfz6rbIyrQYChfcCoiJ4,believe acoustic,2013-01-01,Big White Room-Jessie-J,5FhhmunkvwTAsGaiXpRHkJ,edm,big room,8,0,she dont like the lights believe acoustic edm big room
28882,32,2hQ6Q9eIPPhHxhInfYuIPO,she likes it,Mike L,63z3TkhWre6f0B3AzFCouf,she likes it,2019-12-13,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,7,0,she likes it she likes it edm big room
2396,69,1gugDOSMREb34Xo0c1PlxM,she looks so perfect,5 Seconds of Summer,2LkWHNNHgD6BRNeZI2SL1L,5 seconds of summer,2014-06-27,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post teen pop,9,1,she looks so perfect 5 seconds of summer pop post teen pop
23007,58,52zzYSu7RUsSFn8cZlVjWp,she plays bass,beabadoobee,6aSy1zAuCiFQxUFITf3ymw,she plays bass,2019-08-21,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,9,0,she plays bass she plays bass r&b hip pop
14313,59,3EAFamlgsYPA3HijLUPszI,she sells sanctuary,The Cult,2w7mhWYo5yEEVqYIt7tdf1,love,1985,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,7,1,she sells sanctuary love rock permanent wave
18103,18,6AVbtprNn18sQcX54K5MTo,she will be loved,Maroon 5,3toVRkWzjEYU9U51GDqllW,1 22 03 acoustic,2004,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,11,0,she will be loved 1 22 03 acoustic latin latin pop
12280,50,7HF88mJXq8DpotZohoW2mo,shes a beauty,The Tubes,2WiDQ5arP6dQ5unzoTJ0UH,outside inside,1983,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,2,1,shes a beauty outside inside rock album rock
1667,31,2dpy9FSzqKGLZfr0JJZJWl,she finding me out,The Friday Night Boys,1Fs5u1Tan6sy0b5JR8bGQL,off the deep end,2009,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post teen pop,8,1,she finding me out off the deep end pop post teen pop
1833,66,4DTrKnvkHtwQN6kBu4XXIF,she so gone,Naomi Scott,6Vsml6sziVKBHxbMEp5wgQ,lemonade mouth,2011-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post teen pop,11,1,she so gone lemonade mouth pop post teen pop
12122,39,4WLcEC8RoscRuzmNf2EeXf,sheer heart attack,Queen,7tB40pGzj6Tg0HePj2jWZt,news of the world,1977-10-28,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,10,1,sheer heart attack news of the world rock album rock
15863,68,1fQaoh3imrMunWVZh5kf90,shepherd of fire,Avenged Sevenfold,0ks45m1bsP2JsZpM5D2FFA,hail to the king,2013-08-23,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,2,1,shepherd of fire hail to the king rock hard rock
26290,21,63hpwQ6bWNxQ0YWTUaGtha,shimasyou,Night Tempo,6J30sBc6ZgSAr9LvylXsKz,fantasy,2017-04-20,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,8,1,shimasyou fantasy r&b neo soul
